longitude,latitude,time,chlorophyll,electrical conductivity,Low Frequency Water Depth(m),Dissolved Oxygen(% Sat),Dissolved oxygen(mg/L),Ammonia nitrogen,salinity,Phycotin,Total dissolved solids,turbidity,temperature,PH value,PH value(mv)
120.6873249,31.3237758,2021-12-03 11:50:29,4.59,369.18,3.68,37.84,4.08,0,0.24,1026.47,319.93,14.45,11.913,7.9,-79.54
120.687296,31.3237738,2021-12-03 11:50:31,4.66,369.18,3.73,53.53,5.77,0,0.24,1022.02,319.92,14.43,11.915,7.9,-79.52
120.6872677,31.3237714,2021-12-03 11:50:33,4.74,369.26,3.66,66.84,7.21,0,0.24,1027.33,320.01,14.42,11.914,7.9,-79.51
120.6872397,31.3237692,2021-12-03 11:50:35,4.74,369.26,3.579,40.55,4.37,0,0.24,1017.45,319.99,14.41,11.916,7.9,-79.5
120.6872113,31.3237658,2021-12-03 11:50:37,4.75,369.46,3.599,60.96,6.57,0,0.24,1015.2,320.13,14.41,11.919,7.9,-79.48
120.6871832,31.3237605,2021-12-03 11:50:39,4.71,369.48,3.64,63.25,6.82,0,0.24,1020.64,320.13,14.42,11.921,7.9,-79.47
120.687155,31.3237548,2021-12-03 11:50:41,4.73,369.55,3.609,47.09,5.08,0,0.24,1040.49,320.18,14.42,11.922,7.9,-79.47
120.6871267,31.3237514,2021-12-03 11:50:43,4.7,369.8,3.589,45.26,4.88,0,0.24,1035.7,320.37,14.44,11.926,7.9,-79.45
120.6870993,31.3237505,2021-12-03 11:50:45,4.71,369.85,3.619,48.77,5.26,0,0.24,1021.61,320.41,14.43,11.927,7.9,-79.43
120.6870717,31.3237522,2021-12-03 11:50:47,4.74,369.86,3.63,47.23,5.09,0,0.24,1007.1,320.41,14.45,11.928,7.9,-79.4
120.687044,31.3237546,2021-12-03 11:50:49,4.67,369.9,3.619,48.15,5.19,0,0.24,993.99,320.46,14.45,11.926,7.9,-79.36
120.6870161,31.3237576,2021-12-03 11:50:51,4.61,370.01,3.68,51.42,5.54,0,0.24,990.76,320.56,14.46,11.924,7.9,-79.33
120.6869889,31.3237624,2021-12-03 11:50:53,4.58,370.07,3.73,62.87,6.78,0,0.24,988.46,320.62,14.47,11.924,7.9,-79.29
120.6869606,31.3237684,2021-12-03 11:50:55,4.58,370.08,3.68,30.74,3.31,0,0.24,989.38,320.65,14.49,11.922,7.9,-79.25
120.6869333,31.323775,2021-12-03 11:50:57,4.54,370.05,3.68,59.41,6.41,0,0.24,987.99,320.61,14.5,11.923,7.89,-79.21
120.6869057,31.3237815,2021-12-03 11:50:59,4.57,370.07,3.72,37.62,4.06,0,0.24,988.72,320.63,14.53,11.924,7.89,-79.17
120.6868773,31.3237861,2021-12-03 11:51:01,4.58,370.01,3.74,43.53,4.69,0,0.24,986.71,320.55,14.51,11.925,7.89,-79.14
120.6868476,31.3237867,2021-12-03 11:51:03,4.62,370,3.799,49.55,5.34,0,0.24,990.48,320.56,14.51,11.925,7.89,-79.1
120.6868187,31.3237826,2021-12-03 11:51:05,4.5,369.95,3.759,71.56,7.71,0,0.24,1007.15,320.52,14.5,11.924,7.89,-79.09
120.6867909,31.3237752,2021-12-03 11:51:07,4.5,369.85,3.779,48.26,5.2,0,0.24,1014.77,320.42,14.52,11.925,7.89,-79.08
120.6867648,31.3237671,2021-12-03 11:51:09,4.49,369.78,3.779,47.76,5.15,0,0.24,1019.47,320.36,14.51,11.926,7.89,-79.08
120.6867387,31.3237571,2021-12-03 11:51:11,4.4,369.59,3.769,73.35,7.91,0,0.24,1019.8,320.21,14.5,11.924,7.89,-79.08
120.6867127,31.3237462,2021-12-03 11:51:13,4.35,369.66,3.779,54.56,5.88,0,0.24,1024.64,320.28,14.49,11.923,7.89,-79.07
120.686684,31.3237339,2021-12-03 11:51:15,4.36,369.64,3.819,45.08,4.86,0,0.24,1021.62,320.25,14.5,11.924,7.89,-79.05
120.6866578,31.3237247,2021-12-03 11:51:17,4.32,369.48,3.829,60.44,6.52,0,0.24,1017.6,320.1,14.52,11.925,7.89,-79.03
120.6866305,31.3237204,2021-12-03 11:51:19,4.26,369.5,3.859,34.02,3.67,0,0.24,1014.7,320.12,14.54,11.925,7.89,-79.01
120.6866039,31.3237222,2021-12-03 11:51:21,4.2,369.49,3.91,43.58,4.7,0,0.24,1022.56,320.11,14.54,11.925,7.89,-78.99
120.6865764,31.3237276,2021-12-03 11:51:23,4.27,369.57,3.96,67.63,7.29,0,0.24,1018.36,320.16,14.54,11.927,7.89,-78.97
120.6865489,31.3237334,2021-12-03 11:51:25,4.27,369.47,4.03,45.52,4.91,0,0.24,1020.97,320.08,14.52,11.927,7.89,-78.95
120.6865205,31.3237374,2021-12-03 11:51:27,4.34,369.51,4.099,40.51,4.37,0,0.24,1025.97,320.09,14.5,11.929,7.89,-78.93
120.6864909,31.3237392,2021-12-03 11:51:29,4.37,369.69,4.15,78.52,8.46,0,0.24,1036.08,320.26,14.5,11.928,7.89,-78.9
120.686462,31.3237374,2021-12-03 11:51:31,4.42,369.69,4.17,54.74,5.9,0,0.24,1028.98,320.25,14.48,11.929,7.89,-78.88
120.6864346,31.3237316,2021-12-03 11:51:33,4.48,369.68,4.21,66.75,7.2,0,0.24,1024.87,320.22,14.47,11.932,7.89,-78.88
120.6864077,31.3237255,2021-12-03 11:51:35,4.47,369.6,4.219,64.7,6.97,0,0.24,1036.19,320.1,14.46,11.937,7.89,-78.88
120.6863801,31.3237205,2021-12-03 11:51:37,4.51,369.66,4.219,61.48,6.63,0,0.24,1039.44,320.12,14.45,11.942,7.89,-78.9
120.6863529,31.3237168,2021-12-03 11:51:39,4.49,369.8,4.23,46.5,5.01,0,0.24,1040.87,320.22,14.45,11.944,7.89,-78.92
120.6863256,31.3237156,2021-12-03 11:51:41,4.55,369.8,4.23,43.33,4.67,0,0.24,1037.38,320.19,14.48,11.948,7.89,-78.94
120.6863125,31.3237166,2021-12-03 11:51:43,4.59,369.75,4.219,48.46,5.22,0,0.24,1047.87,320.13,14.5,11.951,7.89,-78.95
120.6862876,31.3237231,2021-12-03 11:51:45,4.57,369.78,4.219,61.16,6.59,0,0.24,1037.22,320.15,14.5,11.951,7.89,-78.96
120.686266,31.3237366,2021-12-03 11:51:47,4.54,369.82,4.26,52.02,5.6,0,0.24,1034.84,320.17,14.52,11.953,7.89,-78.97
120.6862453,31.3237526,2021-12-03 11:51:49,4.62,369.96,4.239,59.76,6.44,0,0.24,1040.38,320.31,14.53,11.951,7.89,-78.97
120.6862239,31.3237679,2021-12-03 11:51:51,4.64,369.92,4.26,56.02,6.03,0,0.24,1045.24,320.28,14.53,11.95,7.89,-78.97
120.6862012,31.3237813,2021-12-03 11:51:53,4.57,369.83,4.269,78.67,8.48,0,0.24,1043.61,320.22,14.53,11.948,7.89,-78.97
120.686177,31.3237915,2021-12-03 11:51:55,4.56,369.93,4.28,62.62,6.75,0,0.24,1049,320.3,14.54,11.949,7.89,-78.97
120.6861497,31.3237972,2021-12-03 11:51:57,4.51,370.02,4.309,78.49,8.46,0,0.24,1027.52,320.35,14.52,11.952,7.89,-78.96
120.6861213,31.3237977,2021-12-03 11:51:59,4.46,370.02,4.309,59.51,6.41,0,0.24,1022.84,320.33,14.53,11.954,7.89,-78.95
120.6860943,31.3237938,2021-12-03 11:52:01,4.38,369.94,4.329,43.56,4.69,0,0.24,1002.12,320.26,14.53,11.954,7.89,-78.95
120.6860677,31.323787,2021-12-03 11:52:03,4.33,369.81,4.369,50.56,5.45,0,0.24,986.61,320.11,14.53,11.959,7.89,-78.95
120.6860421,31.3237778,2021-12-03 11:52:05,4.29,369.99,4.38,47.78,5.15,0,0.24,984.28,320.24,14.54,11.962,7.89,-78.96
120.6860163,31.3237685,2021-12-03 11:52:07,4.37,369.88,4.409,49.26,5.31,0,0.24,977.45,320.13,14.57,11.964,7.89,-78.98
120.6859886,31.3237611,2021-12-03 11:52:09,4.41,369.92,4.42,59.68,6.43,0,0.24,968.75,320.16,14.59,11.965,7.89,-78.99
120.6859608,31.3237556,2021-12-03 11:52:11,4.37,369.77,4.38,44.81,4.83,0,0.24,957.58,320.03,14.62,11.965,7.89,-79
120.6859305,31.3237528,2021-12-03 11:52:13,4.45,369.78,4.4,55.84,6.01,0,0.24,952.26,320.03,14.64,11.966,7.89,-79
120.685904,31.323755,2021-12-03 11:52:15,4.4,370.02,4.429,42.16,4.54,0,0.24,963.74,320.23,14.66,11.967,7.89,-79
120.6858776,31.3237603,2021-12-03 11:52:17,4.35,369.95,4.389,52.43,5.65,0,0.24,973.18,320.18,14.69,11.965,7.89,-78.98
120.6858516,31.3237668,2021-12-03 11:52:19,4.29,370.09,4.389,61.53,6.63,0,0.24,983.9,320.29,14.68,11.967,7.89,-78.95
120.6858242,31.323773,2021-12-03 11:52:21,4.19,370.15,4.36,53.87,5.8,0,0.24,990.81,320.32,14.66,11.969,7.89,-78.92
120.6857957,31.3237771,2021-12-03 11:52:23,4.14,370.19,4.3,46.1,4.96,0,0.24,993.79,320.35,14.66,11.97,7.89,-78.9
120.685767,31.3237799,2021-12-03 11:52:25,4.08,370.23,4.23,45.02,4.85,0,0.24,983.59,320.39,14.65,11.969,7.89,-78.88
120.6857378,31.3237819,2021-12-03 11:52:27,4.05,370.1,4.179,45.3,4.88,0,0.24,996.24,320.28,14.63,11.969,7.89,-78.86
120.6857093,31.3237836,2021-12-03 11:52:29,4.06,370.01,4.139,59.01,6.36,0,0.24,1004.56,320.22,14.63,11.967,7.89,-78.84
120.6856806,31.3237846,2021-12-03 11:52:31,4.04,369.96,4.079,39.8,4.29,0,0.24,1004.29,320.17,14.6,11.968,7.89,-78.82
120.6856521,31.3237841,2021-12-03 11:52:33,4.03,369.99,4.059,53.7,5.78,0,0.24,999.99,320.19,14.59,11.968,7.89,-78.82
120.6856236,31.3237816,2021-12-03 11:52:35,4,369.93,4.019,44.41,4.78,0,0.24,992.75,320.14,14.6,11.968,7.89,-78.83
120.6855948,31.3237768,2021-12-03 11:52:37,4.03,369.99,3.98,54.48,5.87,0,0.24,989.39,320.2,14.59,11.967,7.89,-78.84
120.6855677,31.3237686,2021-12-03 11:52:39,4.02,369.83,4,44.7,4.81,0,0.24,998.74,320.05,14.57,11.968,7.89,-78.86
120.6855431,31.3237573,2021-12-03 11:52:41,4.04,369.92,4.039,53.84,5.8,0,0.24,1005.95,320.13,14.57,11.969,7.89,-78.88
120.6855194,31.3237452,2021-12-03 11:52:43,4.08,369.96,4.09,40.04,4.31,0,0.24,1015.74,320.16,14.55,11.97,7.89,-78.92
120.6854954,31.323733,2021-12-03 11:52:45,4.12,369.88,4.289,41.4,4.46,0,0.24,1016.2,320.09,14.54,11.968,7.89,-78.95
120.68547,31.3237215,2021-12-03 11:52:47,4.18,369.83,4.489,42.91,4.62,0,0.24,1026.5,320.07,14.54,11.966,7.89,-78.98
120.6854447,31.323711,2021-12-03 11:52:49,4.18,369.7,4.489,38.48,4.14,0,0.24,1036.13,319.96,14.53,11.966,7.89,-78.99
120.6854169,31.3237029,2021-12-03 11:52:51,4.11,369.81,4.48,70.82,7.63,0,0.24,1031.21,320.06,14.54,11.966,7.89,-79.01
120.6853892,31.3237001,2021-12-03 11:52:53,4.17,369.85,4.48,53.8,5.79,0,0.24,1023.82,320.09,14.55,11.965,7.89,-79.01
120.685362,31.3237031,2021-12-03 11:52:55,4.17,369.65,4.489,63.64,6.85,0,0.24,1029.71,319.92,14.53,11.965,7.89,-79.02
120.6853363,31.3237121,2021-12-03 11:52:57,4.18,369.5,4.469,44.89,4.83,0,0.24,1025.36,319.79,14.52,11.965,7.89,-79.01
120.6853116,31.3237241,2021-12-03 11:52:59,4.21,369.54,4.5,66.17,7.13,0,0.24,1019.96,319.82,14.51,11.966,7.89,-79.01
120.6852854,31.3237348,2021-12-03 11:53:01,4.23,369.49,4.469,36,3.88,0,0.24,1009.7,319.77,14.49,11.966,7.89,-79.01
120.6852573,31.3237421,2021-12-03 11:53:03,4.33,369.47,4.489,65.45,7.05,0,0.24,1008.67,319.77,14.5,11.965,7.89,-79.01
120.6852279,31.3237442,2021-12-03 11:53:05,4.28,369.52,4.51,35.68,3.84,0,0.24,995.03,319.81,14.48,11.965,7.89,-79.01
120.6851963,31.3237408,2021-12-03 11:53:07,4.32,369.61,4.519,44.15,4.75,0,0.24,984.29,319.88,14.44,11.965,7.89,-79.01
120.6851681,31.3237334,2021-12-03 11:53:09,4.23,369.67,4.559,54.85,5.91,0,0.24,986.61,319.95,14.42,11.964,7.89,-79.02
120.6851413,31.3237236,2021-12-03 11:53:11,4.2,369.61,4.59,56.94,6.13,0,0.24,990.93,319.89,14.41,11.965,7.89,-79.03
120.6851146,31.3237135,2021-12-03 11:53:13,4.19,369.74,4.619,74.52,8.03,0,0.24,989.7,320.01,14.42,11.963,7.89,-79.04
120.6850883,31.3237019,2021-12-03 11:53:15,4.19,369.57,4.65,62.14,6.69,0,0.24,981.98,319.86,14.41,11.964,7.89,-79.06
120.6850634,31.323689,2021-12-03 11:53:17,4.2,369.47,4.659,45.94,4.95,0,0.24,999.53,319.77,14.42,11.964,7.89,-79.08
120.6850381,31.3236789,2021-12-03 11:53:19,4.19,369.45,4.69,55.98,6.03,0,0.24,995.54,319.77,14.43,11.963,7.89,-79.09
120.6850103,31.3236764,2021-12-03 11:53:21,4.23,369.47,4.71,50.54,5.44,0,0.24,1005.67,319.8,14.45,11.961,7.89,-79.1
120.6849822,31.3236792,2021-12-03 11:53:23,4.24,369.47,4.719,42.41,4.57,0,0.24,1014.74,319.82,14.48,11.959,7.89,-79.1
120.6849539,31.3236836,2021-12-03 11:53:25,4.31,369.47,4.73,67.15,7.23,0,0.24,1020.14,319.84,14.5,11.957,7.89,-79.11
120.6849251,31.3236876,2021-12-03 11:53:27,4.33,369.43,4.75,64.81,6.98,0,0.24,1013.75,319.81,14.49,11.956,7.89,-79.1
120.6848964,31.323691,2021-12-03 11:53:29,4.39,369.52,4.789,46.23,4.98,0,0.24,1024.2,319.88,14.47,11.956,7.89,-79.09
120.6848651,31.3236936,2021-12-03 11:53:31,4.34,369.62,4.829,40.15,4.32,0,0.24,1024.81,319.98,14.48,11.955,7.89,-79.08
120.6848328,31.3236936,2021-12-03 11:53:33,4.29,369.6,4.86,59.06,6.36,0,0.24,1030.56,319.97,14.47,11.953,7.89,-79.07
120.6848005,31.3236906,2021-12-03 11:53:35,4.34,369.55,4.869,57.54,6.2,0,0.24,1021.87,319.93,14.45,11.954,7.89,-79.07
120.6847691,31.3236852,2021-12-03 11:53:37,4.26,369.68,4.9,56.8,6.12,0,0.24,1025.51,320.04,14.43,11.954,7.89,-79.07
120.6847382,31.3236784,2021-12-03 11:53:39,4.21,369.63,4.92,41.01,4.42,0,0.24,1021.56,319.98,14.42,11.956,7.89,-79.09
120.6847069,31.323672,2021-12-03 11:53:41,4.15,369.8,4.929,46.62,5.02,0,0.24,1018.58,320.11,14.43,11.959,7.89,-79.1
120.6846755,31.3236644,2021-12-03 11:53:43,4.23,369.87,4.929,45.48,4.9,0,0.24,1010.1,320.14,14.43,11.962,7.89,-79.13
120.6846456,31.3236548,2021-12-03 11:53:45,4.21,369.88,4.989,58.68,6.32,0,0.24,1002.96,320.12,14.44,11.966,7.89,-79.14
120.6846149,31.3236453,2021-12-03 11:53:47,4.15,370,5.01,57.61,6.2,0,0.24,1011.94,320.19,14.45,11.97,7.89,-79.17
120.6845843,31.3236381,2021-12-03 11:53:49,4.17,369.9,5.01,56.58,6.09,0,0.24,1018.23,320.07,14.46,11.974,7.89,-79.19
120.6845537,31.3236346,2021-12-03 11:53:51,4.18,369.81,5.019,57.32,6.17,0,0.24,1021.89,319.97,14.48,11.977,7.89,-79.22
120.6845219,31.3236344,2021-12-03 11:53:53,4.21,369.73,5.039,52.42,5.64,0,0.24,1022.15,319.87,14.48,11.98,7.9,-79.26
120.6844901,31.3236344,2021-12-03 11:53:55,4.18,369.69,5.019,53.78,5.79,0,0.24,1018.84,319.84,14.48,11.98,7.9,-79.29
120.6844583,31.3236342,2021-12-03 11:53:57,4.23,369.58,5.019,54.98,5.92,0,0.24,1023.04,319.73,14.48,11.981,7.9,-79.32
120.6844271,31.3236336,2021-12-03 11:53:59,4.2,369.41,5.03,57.34,6.17,0,0.24,1013.68,319.57,14.48,11.983,7.9,-79.35
120.6843953,31.3236326,2021-12-03 11:54:01,4.08,369.22,5.07,44.5,4.79,0,0.24,1021.15,319.4,14.45,11.984,7.9,-79.37
120.6843609,31.3236314,2021-12-03 11:54:03,4.09,368.89,5.039,56.17,6.05,0,0.24,1029.72,319.1,14.45,11.985,7.9,-79.39
120.6843291,31.3236303,2021-12-03 11:54:05,4.08,369.12,5.059,35.75,3.85,0,0.24,1025.89,319.29,14.43,11.986,7.9,-79.41
120.6842977,31.3236275,2021-12-03 11:54:07,4.05,369.22,5.05,57.36,6.17,0,0.24,1004.76,319.38,14.42,11.985,7.9,-79.43
120.6842662,31.3236231,2021-12-03 11:54:09,3.97,369.25,5.05,38.71,4.17,0,0.24,1002.34,319.39,14.43,11.988,7.9,-79.45
120.6842349,31.3236179,2021-12-03 11:54:12,4.03,369.27,5.07,75.46,8.12,0,0.24,1003.09,319.39,14.43,11.99,7.9,-79.47
120.6842037,31.3236126,2021-12-03 11:54:14,4.05,369.33,5.059,63.05,6.79,0,0.24,990.59,319.44,14.43,11.991,7.9,-79.48
120.6841724,31.3236073,2021-12-03 11:54:16,4.03,369.6,5.07,40.41,4.35,0,0.24,978.99,319.65,14.43,11.994,7.9,-79.47
120.6841411,31.3236018,2021-12-03 11:54:18,4.06,369.79,5.059,79.45,8.55,0,0.24,988.62,319.8,14.43,11.995,7.9,-79.46
120.6841094,31.3235964,2021-12-03 11:54:20,4.1,369.8,5.05,69.35,7.46,0,0.24,992.21,319.78,14.43,11.998,7.9,-79.44
120.6840783,31.3235896,2021-12-03 11:54:22,4.15,369.7,5.03,57.43,6.18,0,0.24,981.87,319.68,14.45,12,7.9,-79.43
120.6840471,31.3235816,2021-12-03 11:54:24,4.18,369.81,5.019,55.61,5.98,0,0.24,979.37,319.77,14.46,12,7.9,-79.42
120.6840155,31.3235737,2021-12-03 11:54:26,4.21,369.93,5.01,36.82,3.96,0,0.24,989.51,319.88,14.44,12,7.9,-79.41
120.6839849,31.3235661,2021-12-03 11:54:28,4.23,369.7,4.989,61.41,6.61,0,0.24,1002.76,319.67,14.43,12.001,7.9,-79.4
120.6839542,31.3235569,2021-12-03 11:54:30,4.26,369.64,4.989,47.3,5.09,0,0.24,997.77,319.61,14.42,12.003,7.9,-79.39
120.6839248,31.3235458,2021-12-03 11:54:32,4.28,369.54,4.98,64.57,6.95,0,0.24,1006.93,319.51,14.41,12.005,7.9,-79.4
120.6838951,31.3235365,2021-12-03 11:54:34,4.3,369.65,4.949,71.23,7.66,0,0.24,1028.67,319.61,14.42,12.004,7.9,-79.4
120.6838649,31.3235302,2021-12-03 11:54:36,4.24,369.55,4.98,59.61,6.41,0,0.24,1014.74,319.53,14.43,12.003,7.9,-79.4
120.6838335,31.3235269,2021-12-03 11:54:38,4.19,369.29,4.94,45.53,4.9,0,0.24,1021.28,319.29,14.44,12.005,7.9,-79.41
120.6838023,31.3235259,2021-12-03 11:54:40,4.11,369.43,4.94,41.21,4.43,0,0.24,1019.85,319.39,14.45,12.007,7.9,-79.42
120.6837705,31.3235273,2021-12-03 11:54:42,4.12,369.6,4.929,54.68,5.88,0,0.24,1026.66,319.54,14.46,12.006,7.9,-79.43
120.6837385,31.3235295,2021-12-03 11:54:44,4.14,369.75,4.92,75.8,8.16,0,0.24,1030.04,319.7,14.49,12.003,7.9,-79.43
120.6837068,31.3235326,2021-12-03 11:54:46,4.2,369.69,4.909,43.78,4.71,0,0.24,1025.21,319.67,14.5,12,7.9,-79.42
120.6836745,31.3235356,2021-12-03 11:54:48,4.16,369.82,4.92,73.37,7.9,0,0.24,1017.83,319.83,14.5,12.002,7.9,-79.42
120.6836421,31.323537,2021-12-03 11:54:50,4.16,370.11,4.909,51.46,5.54,0,0.24,1013.72,320.03,14.49,12.001,7.9,-79.41
120.6836102,31.3235361,2021-12-03 11:54:52,4.18,370.24,4.909,42.51,4.57,0,0.24,1010.35,320.16,14.48,11.999,7.9,-79.42
120.6835779,31.323531,2021-12-03 11:54:54,4.08,370.09,4.929,43.51,4.68,0,0.24,1016.17,320.01,14.46,12.001,7.9,-79.42
120.6835469,31.3235237,2021-12-03 11:54:56,4.01,369.98,4.96,45.41,4.89,0,0.24,1020.45,319.9,14.46,12.002,7.9,-79.45
120.6835128,31.3235165,2021-12-03 11:54:58,4.03,370.05,4.989,54.1,5.82,0,0.24,1015.22,319.95,14.45,12.005,7.9,-79.46
120.6834805,31.3235111,2021-12-03 11:55:00,4.06,369.89,4.98,47.3,5.09,0,0.24,1021.36,319.78,14.45,12.008,7.9,-79.44
120.6834485,31.323508,2021-12-03 11:55:02,4.01,369.46,4.989,50.41,5.42,0,0.24,1022.55,319.4,14.46,12.009,7.9,-79.42
120.6834165,31.3235073,2021-12-03 11:55:04,3.95,369.26,4.949,68.03,7.32,0,0.24,1002.51,319.22,14.46,12.01,7.9,-79.38
120.6833838,31.3235061,2021-12-03 11:55:06,3.92,369.28,4.94,45.74,4.92,0,0.24,994.1,319.22,14.48,12.011,7.9,-79.34
120.683352,31.3235033,2021-12-03 11:55:08,3.84,369.15,4.92,55.84,6.01,0,0.24,1003.98,319.12,14.51,12.011,7.9,-79.3
120.6833201,31.3235009,2021-12-03 11:55:10,3.79,369.04,4.889,44.62,4.8,0,0.24,988.59,319.02,14.53,12.012,7.9,-79.26
120.6832876,31.3234994,2021-12-03 11:55:12,3.8,368.95,4.67,51.73,5.57,0,0.24,973.51,318.95,14.54,12.011,7.89,-79.21
120.6832558,31.3234978,2021-12-03 11:55:14,3.8,368.99,4.829,52.67,5.67,0,0.24,972.91,318.97,14.55,12.012,7.89,-79.16
120.6832235,31.3234973,2021-12-03 11:55:16,3.77,369.2,4.8,64.06,6.89,0,0.24,971.2,319.17,14.57,12.011,7.89,-79.09
120.6831913,31.3234967,2021-12-03 11:55:18,3.77,369.37,4.769,45.28,4.87,0,0.24,956.69,319.29,14.58,12.013,7.89,-78.99
120.6831594,31.3234962,2021-12-03 11:55:20,3.72,369.22,4.71,60.72,6.53,0,0.24,945.52,319.16,14.6,12.012,7.89,-78.92
120.6831278,31.3234974,2021-12-03 11:55:22,3.67,369.42,4.65,59.54,6.41,0,0.24,956.72,319.35,14.64,12.012,7.89,-78.86
120.6830957,31.3235007,2021-12-03 11:55:24,3.76,369.52,4.61,49.11,5.28,0,0.24,963.78,319.43,14.65,12.012,7.89,-78.82
120.6830636,31.3235044,2021-12-03 11:55:26,3.76,369.66,4.57,51.73,5.57,0,0.24,963.39,319.57,14.68,12.01,7.89,-78.79
120.6830313,31.3235077,2021-12-03 11:55:28,3.81,369.54,3.869,41.7,4.49,0,0.24,958.91,319.5,14.7,12.006,7.89,-78.77
120.682999,31.3235106,2021-12-03 11:55:30,3.77,369.31,4.48,66.36,7.14,0,0.24,969.17,319.32,14.72,12.002,7.89,-78.75
120.6829669,31.3235134,2021-12-03 11:55:32,3.84,369.43,4.4,61.71,6.64,0,0.24,969.21,319.46,14.75,11.999,7.89,-78.73
120.6829343,31.3235152,2021-12-03 11:55:34,3.77,369.48,4.369,39.22,4.22,0,0.24,972.64,319.49,14.74,12,7.89,-78.71
120.6829023,31.3235153,2021-12-03 11:55:36,3.77,369.55,4.32,69.65,7.5,0,0.24,990.44,319.57,14.74,11.997,7.89,-78.7
120.6828705,31.3235132,2021-12-03 11:55:38,3.74,369.51,4.26,53.38,5.74,0,0.24,995.41,319.55,14.74,11.996,7.89,-78.71
120.6828386,31.323509,2021-12-03 11:55:40,3.75,369.5,4.219,44.45,4.78,0,0.24,992.91,319.54,14.76,11.997,7.89,-78.72
120.6828075,31.3235047,2021-12-03 11:55:42,3.75,369.65,4.17,58.57,6.3,0,0.24,996.45,319.66,14.78,11.998,7.89,-78.73
120.6827764,31.3235016,2021-12-03 11:55:44,3.75,369.79,4.119,58.09,6.25,0,0.24,983.05,319.78,14.81,11.998,7.89,-78.72
120.6827444,31.3234987,2021-12-03 11:55:46,3.75,369.78,4.07,62.03,6.68,0,0.24,980.95,319.78,14.82,11.997,7.89,-78.72
120.6827122,31.3234947,2021-12-03 11:55:48,3.77,369.61,4.03,74.06,7.97,0,0.24,973.11,319.66,14.87,11.993,7.89,-78.7
120.6826803,31.3234888,2021-12-03 11:55:50,3.73,369.4,3.99,39.11,4.21,0,0.24,967.8,319.5,14.91,11.991,7.89,-78.69
120.6826493,31.3234809,2021-12-03 11:55:52,3.68,369.35,3.98,61.67,6.64,0,0.24,956.63,319.46,14.99,11.989,7.89,-78.67
120.682615,31.3234742,2021-12-03 11:55:54,3.68,369.32,3.97,56.56,6.09,0,0.24,951.91,319.45,15.08,11.988,7.88,-78.64
120.6825828,31.3234716,2021-12-03 11:55:56,3.64,369.01,3.9,48.71,5.24,0,0.24,947.42,319.21,15.14,11.985,7.88,-78.59
120.6825506,31.3234711,2021-12-03 11:55:58,3.57,368.87,3.88,47.78,5.14,0,0.24,945.74,319.1,15.17,11.983,7.88,-78.54
120.682518,31.3234709,2021-12-03 11:56:00,3.49,368.92,3.859,63.38,6.82,0,0.24,939.31,319.15,15.23,11.982,7.88,-78.48
120.682486,31.3234704,2021-12-03 11:56:02,3.41,368.95,3.809,76.9,8.28,0,0.24,949.87,319.18,15.26,11.982,7.88,-78.41
120.6824536,31.3234699,2021-12-03 11:56:04,3.37,369,3.789,64.1,6.9,0,0.24,948.33,319.26,15.29,11.978,7.88,-78.35
120.6824214,31.3234701,2021-12-03 11:56:06,3.35,369.13,3.779,50.78,5.47,0,0.24,964.73,319.4,15.31,11.973,7.88,-78.28
120.6823889,31.3234703,2021-12-03 11:56:08,3.32,369.25,3.75,55.37,5.96,0,0.24,981.19,319.54,15.3,11.97,7.88,-78.24
120.6823562,31.3234694,2021-12-03 11:56:10,3.3,369.25,3.73,41,4.42,0,0.24,977.83,319.57,15.3,11.966,7.88,-78.21
120.6823248,31.3234668,2021-12-03 11:56:12,3.32,369.33,3.72,60.04,6.47,0,0.24,965.14,319.67,15.32,11.961,7.88,-78.18
120.6822931,31.3234621,2021-12-03 11:56:14,3.33,369.43,3.63,44.81,4.83,0,0.24,980.34,319.79,15.31,11.957,7.88,-78.15
120.6822614,31.3234542,2021-12-03 11:56:16,3.32,369.47,3.599,58.36,6.29,0,0.24,971.95,319.85,15.3,11.955,7.88,-78.13
120.6822307,31.3234434,2021-12-03 11:56:18,3.35,369.41,3.539,55.3,5.96,0,0.24,962.56,319.81,15.27,11.953,7.88,-78.13
120.6822009,31.3234322,2021-12-03 11:56:20,3.33,369.29,3.45,39.97,4.31,0,0.24,956.27,319.73,15.26,11.95,7.88,-78.14
120.6821701,31.3234221,2021-12-03 11:56:22,3.27,369.36,3.4,58.52,6.3,0,0.24,950.76,319.81,15.24,11.948,7.88,-78.13
120.6821395,31.3234119,2021-12-03 11:56:24,3.22,369.26,3.299,44.03,4.74,0,0.24,954.26,319.74,15.22,11.945,7.88,-78.11
120.6821092,31.3234014,2021-12-03 11:56:26,3.18,369.03,3.21,54.16,5.84,0,0.24,937.19,319.55,15.18,11.946,7.88,-78.08
120.6820786,31.3233914,2021-12-03 11:56:28,3.09,368.96,3.14,61.07,6.58,0,0.24,928.26,319.48,15.15,11.947,7.87,-78.05
120.6820476,31.3233835,2021-12-03 11:56:30,3.08,368.91,3.119,50.72,5.46,0,0.24,925.74,319.45,15.15,11.945,7.87,-78.02
120.6820159,31.3233776,2021-12-03 11:56:32,3.13,368.69,3.099,68.38,7.37,0,0.24,916.23,319.27,15.15,11.943,7.87,-77.99
